# compatible with norbert
# include german mainland, exclude german isles, international (some isles still included, but this is the data we have voronoi coverage for...)
#id	lon_korr	lat_korr	alt	area	name
20207	8.7500	50.2200	125	0.0160332	VILBEL,BAD-DORTELWEIL 
20208	9.1200	50.1300	182	0.0129326	FREIGERICHT-SOMBORN 
20209	9.2300	50.0500	273	0.0106465	HOESBACH-ROTTENBERG 
20210	9.1500	50.0800	160	0.0079654	MOEMBRIS-NIEDERSTEINBACH 
20211	9.0300	50.2200	145	0.0157890	RONNEBURG-HUETTENGESAESS 
20212	9.7500	51.1200	315	0.0366619	SPANGENBERG-BISCHOFFERODE 
20213	8.4900	51.1800	839	0.0070181	KAHLER ASTEN 
20214	9.3000	51.0700	172	0.0157684	BORKEN/HESSEN-GOMBETH 
20215	9.5200	51.0800	295	0.0120340	MALSFELD-DAGOBERTSHAUSEN 
20216	8.0300	51.8000	105	0.0206174	BECKUM-NEUBECKUM 
20217	8.0700	51.8800	78	0.0174829	ENNIGERLOH-OSTENFELDE 
20218	8.2300	51.9700	65	0.0236488	HARSEWINKEL 
20219	8.0200	51.9500	53	0.0227388	WARENDORF 
20220	8.4300	51.8300	80	0.0299991	RIETBERG 
20221	8.3500	52.0000	81	0.0170919	STEINHAGEN-BROCKHAGEN 
20222	8.2700	51.7700	92	0.0206855	WADERSLOH 
20223	8.5200	51.9800	155	0.0134491	BIELEFELD-BRACKWEDE 
20224	8.6000	51.9300	127	0.0279576	BIELEFELD-SENNESTADT 
20225	8.9500	51.8300	360	0.0264308	HORN-MEINBG.,BAD 
20226	8.8200	51.9800	108	0.0250727	LAGE,KR.LIPPE 
20227	9.2300	51.8200	223	0.0192864	MARIENMUENSTER-VOERDEN 
20228	9.1200	51.8000	230	0.0097031	NIEHEIM 
20229	9.2300	51.9800	107	0.0117548	PYRMONT,BAD 
20230	9.1000	51.8800	144	0.0293948	STEINHEIM,KR.HOEXTER 
20231	9.3000	51.9500	328	0.0138572	GROSSENBERG 
20232	9.6800	51.8000	183	0.0233393	DASSEL 
20233	8.1200	51.7200	100	0.0201460	BECKUM-UNTERBERG 
20234	8.2300	51.6700	71	0.0102930	LIPPSTADT-BENNINGHAUSEN 
20235	8.2200	51.5700	138	0.0150069	SASSENDORF,BAD-ENKESEN 
20236	8.1200	51.5700	110	0.0150684	SOEST 
20237	8.4700	51.5800	215	0.0216201	GESEKE-ERINGERFELD 
20238	8.3000	51.6700	73	0.0190348	LIPPSTADT 
20239	8.5700	51.5500	252	0.0118769	BUEREN 
20240	8.6500	51.6200	215	0.0150911	BUEREN-WEWELSBURG 
20241	8.6200	51.6700	98	0.0296281	SALZKOTTEN 
20242	8.9200	51.5300	375	0.0237660	LICHTENAU I.W.-BLANKENR. 
20243	9.2300	51.5800	210	0.0133292	BORGENTREICH 
20244	9.1700	51.7200	143	0.0159222	BRAKEL 
20245	9.1800	51.0500	250	0.0153115	ZWESTEN,BAD 
20246	9.0700	51.6700	270	0.0114751	DRIBURG,BAD-DRINGENBERG 
20247	9.1300	51.5300	240	0.0099685	WARBURG-HOHENWEPEL 
20248	9.0300	51.5800	280	0.0142025	WILLEBADESSEN-BORLINGHAUSEN 
20249	9.3800	51.6700	101	0.0142027	BEVERUNGEN 
20250	9.5200	51.7000	245	0.0169569	BODENFELDE-AMELITH 
20251	9.9200	51.5800	140	0.0182308	BOVENDEN 
20252	8.1500	51.2500	351	0.0110043	ESLOHE 
20253	8.0700	51.5000	232	0.0180269	MOEHNESEE(MOEHNETALSPERRE) 
20254	8.1000	51.3300	360	0.0118005	SUNDERN-HELLEFELD 
20255	8.4300	51.3700	330	0.0148368	BESTWIG-NUTTLAR 
20256	8.2700	51.3300	348	0.0160773	MESCHEDE 
20257	8.4800	51.2800	413	0.0133542	OLSBERG-BRUNSKAPPEL 
20258	8.4500	51.5000	330	0.0113689	RUETHEN 
20259	8.3500	51.4500	330	0.0078831	WARSTEIN 
20260	8.3300	51.4800	254	0.0110013	WARSTEIN-BELECKE 
20261	8.2700	51.4300	398	0.0147723	WARSTEIN-HIRSCHBERG 
20262	8.6500	51.3500	435	0.0058350	BRILON-BONTKIRCHEN 
20263	8.6300	51.4700	310	0.0134860	BRILON-NIEDERALME 
20264	8.5300	51.4300	438	0.0089073	BRILON-SCHARFENBERG 
20265	8.7300	51.3300	415	0.0034048	DIEMELSEE-GIEBRINGHAUSEN 
20266	8.7000	51.3500	420	0.0020333	DIEMELSEE-STORMBRUCH 
20267	8.7200	51.3800	377	0.0083747	MARSBERG-HELMINGHAUSEN 
20268	9.8800	51.2300	318	0.0247393	BERKATAL-FRANKENHAIN 
20269	8.7000	51.3000	500	0.0057208	WILLINGEN/UPLD. 
20270	8.8000	51.3700	375	0.0139919	DIEMELSEE-ADORF 
20271	8.8700	51.2700	380	0.0060506	KORBACH 
20272	8.8000	51.2800	458	0.0057587	KORBACH-RHENA 
20273	8.9200	51.3300	295	0.0137891	TWISTETAL-MUEHLHAUSEN 
20274	9.0800	51.3500	300	0.0113290	AROLSEN-LANDAU 
20275	9.0200	51.4300	248	0.0102466	AROLSEN-SCHMILLINGHAUSEN 
20276	9.0200	51.4800	233	0.0084878	DIEMELSTADT-RHODEN 
20277	9.1200	51.4200	180	0.0132036	VOLKMARSEN 
20278	9.0700	51.2700	420	0.0093580	WALDECK-FREIENHAGEN 
20279	9.1700	51.5000	225	0.0065885	WARBURG 
20280	9.6800	51.4800	297	0.0105633	BUEHREN 
20281	8.0000	51.1500	250	0.0061733	FINNENTROP-BAMENOHL 
20282	8.0700	51.0500	420	0.0165497	KIRCHHUNDEM-KOHLH.-WIRME 
20283	8.0800	51.1200	300	0.0136131	LENNESTADT-ALTENHUNDEM 
20284	8.0200	51.1000	320	0.0062017	LENNESTADT-BILSTEIN 
20285	8.3800	51.0700	470	0.0165776	BERLEBURG,BAD (NST) 
20286	8.4800	51.0300	427	0.0126015	BERLEBURG,BAD-SCHWARZEN. 
20287	8.2800	51.0700	450	0.0154013	BERLEBURG,BAD-WINGESHAUSEN 
20288	8.4700	51.2000	782	0.0107333	WINTERBERG-ALTASTENBERG 
20289	8.6500	51.0700	378	0.0072438	ALLENDORF/EDER-OSTERFELD 
20290	8.5300	51.0700	590	0.0071855	BATTENBERG-HOFKARLSBURG 
20291	8.5200	51.1000	543	0.0056357	BERLEBURG,BAD-WUNDERTHAUSEN 
20292	8.6300	51.1200	417	0.0057055	HALLENBERG 
20293	8.7200	51.1300	360	0.0072944	LICHTENFELS-NEUKIRCHEN 
20294	8.7000	51.2000	402	0.0087317	MEDEBACH 
20295	8.5800	51.1500	460	0.0087759	WINTERBERG-ZUESSCHEN 
20296	8.9300	51.0800	419	0.0062603	FRANKENAU 
20297	8.8000	51.1000	305	0.0077109	FRANKENBERG/E.-SCHREUFA 
20298	8.8500	51.0300	370	0.0113102	FRANKENBERG/E.-WILLERSDORF 
20299	8.9800	51.0300	340	0.0076467	HAINA (KLOSTER) 
20300	8.9800	51.0700	495	0.0038038	HAINA(KLOSTER)-LOEHLBACH 
20301	8.7700	51.2300	387	0.0054526	KORBACH-EPPE 
20302	8.8000	51.1700	422	0.0066875	LICHTENFELS-RHADERN 
20303	8.9000	51.1500	270	0.0080221	VOEHL-SCHMITTLOTHEIM 
20304	8.9000	51.2200	340	0.0058822	VOEHL-THALITTER 
20305	8.9700	51.2500	300	0.0074648	WALDECK-ALRAFT 
20306	9.0700	51.1800	250	0.0075957	EDERTAL-EDERSEE 
20307	9.0200	51.1300	295	0.0070434	EDERTAL-GELLERSHAUSEN 
20308	9.2000	51.2300	265	0.0331132	NAUMBURG-ELBENB 
20309	9.0200	51.2200	260	0.0053353	WALDECK-NIEDERWERBE 
20310	9.0700	51.0500	387	0.0076452	WILDUNGEN,BAD-ARMSFELD 
20311	9.9800	50.0300	265	0.0102094	ARNSTEIN-ALTBESSINGEN 
20312	8.5500	51.9800	250	0.0100488	BIELEFELD-SENNE 
20313	9.4500	51.7000	282	0.0082273	BODENFELDE(FO.WINNEFELD) 
20314	9.8000	51.5300	317	0.0195169	DRANSFELD-OSSENFELD 
20315	8.1800	50.6300	482	0.0136625	DRIEDORF 
20316	9.7300	51.8800	265	0.0207102	EIMEN-VORWOHLE 
20317	8.3800	50.8000	530	0.0074965	ESCHENBURG-HIRZENHAIN 
20318	9.6700	51.3300	360	0.0095095	ESCHERODE 
20319	9.4700	51.4000	247	0.0220982	ESPENAU-MOENCHEHOF 
20320	9.4200	50.1300	380	0.0132626	FLOERSBACHTAL-FLOERSBACH 
20321	9.9200	51.4000	177	0.0097941	FRIEDLAND/NDS. 
20322	9.3200	50.9800	237	0.0132723	FRIELENDORF 
20323	9.9500	50.7200	290	0.0289820	GEISA 
20324	9.0300	50.6800	245	0.0067336	GEMUENDEN/FELDA-BURGGEM. 
20325	9.7300	50.0300	213	0.0148558	GEMUENDEN/MAIN-ADELSBERG 
20326	9.9200	50.2800	550	0.0152930	GERODA-PLATZ 
20327	9.4200	50.7500	333	0.0066091	GREBENAU-REIMENROD 
20328	9.3300	50.4800	435	0.0170363	GREBENHAIN 
20329	9.5200	50.5500	270	0.0191245	GROSSENLUEDER-KLEINLUEDE 
20330	9.6700	50.7300	257	0.0252966	HAUNETAL-WEHRDA 
20331	9.3500	50.0700	450	0.0096778	HEINRICHSTHAL 
20332	9.6200	51.5000	135	0.0072667	HEMELN 
20333	9.4000	51.7800	93	0.0163799	HOEXTER 
20334	9.8800	50.5800	463	0.0141200	HOFBIEBER-ELTERS 
20335	9.8200	51.4300	245	0.0093862	JUEHNDE-BARLISSEN 
20336	9.6300	51.2800	210	0.0166689	KAUFUNGEN-OBERKAUFUNGEN 
20337	9.5300	51.0000	313	0.0150652	KNUELLWALD-RENGSHAUSEN 
20338	9.9700	51.8500	160	0.0149823	KREIENSEN 
20339	8.7700	51.9500	160	0.0199732	LAGE,KR.LIPPE-HOERSTE 
20340	9.9700	51.9200	205	0.0159028	LANDWEHR-WETTEBORN 
20341	9.6000	51.3500	303	0.0111208	LANDWEHRHAGEN 
20342	9.2500	50.6200	466	0.0225411	LAUTERTAL-MEICHES 
20343	9.2500	51.4800	162	0.0233390	LIEBENAU-HAUEDA 
20344	9.7800	51.7300	271	0.0278807	MORINGEN-FREDELSLOH 
20345	9.6500	51.4300	122	0.0067766	MUENDEN-GIMTE 
20346	9.7700	51.3800	135	0.0048858	MUENDEN-HEDEMUENDEN 
20347	9.5700	50.9300	342	0.0263316	NEUENSTEIN-MUEHLBACH 
20348	9.6200	50.4500	285	0.0114251	NEUHOF,KR.FULDA 
20349	9.9800	51.7200	121	0.0182164	NORTHEIM 
20350	9.7700	50.2700	470	0.0191990	OBERLEICHTERSBACH-MODLOS 
20351	9.6200	50.2200	215	0.0238663	OBERSINN 
20352	9.9700	50.2000	285	0.0109055	OBERTHULBA 
20353	9.3700	50.8200	340	0.0151131	OTTRAU-IMMICHENHAIN 
20354	9.7300	50.6200	305	0.0170444	PETERSBERG-MARBACH 
20355	9.4000	51.8800	270	0.0242295	POLLE 
20356	9.9000	50.7200	335	0.0158404	RASDORF 
20357	9.6200	51.4800	115	0.0058785	REINHARDSHAGEN-VAAKE 
20358	9.6300	50.1000	198	0.0134452	RIENECK 
20359	9.5000	50.6200	252	0.0123259	SALZSCHLIRF,BAD 
20360	9.8000	50.8200	340	0.0202103	SCHENKLENGSFELD-ERDMANNR 
20361	9.5500	50.3500	230	0.0205736	SCHLUECHTERN-HEROLZ 
20362	8.2700	51.2200	435	0.0204268	SCHMALLENBERG-SELLINGHS. 
20363	9.9700	51.2800	147	0.0110932	SOODEN,BAD-ALLENDORF 
20364	9.7500	51.3700	240	0.0086372	WITZENHAUSEN-ZIEGENHAGEN 
20365	9.4500	50.6300	270	0.0157384	WARTENBERG-ANGERSBACH 
20366	9.3800	51.0700	203	0.0202211	WABERN-HEBEL 
20367	9.6300	51.6700	190	0.0165121	USLAR 
20368	9.4300	51.5800	133	0.0125785	TRENDELBURG 
20369	9.3700	50.1200	397	0.0080647	WIESEN 
20370	9.3700	50.2700	145	0.0166035	SODEN,BAD-SALMUENSTER 
20371	9.4300	50.3700	385	0.0186967	STEINAU-ULMBACH 
20372	9.2800	50.2500	138	0.0172480	WAECHTERSBACH 
20373	8.7800	51.5500	312	0.0275117	WUENNEBERG-EILERN 
21001	11.3000	51.3900	164	0.0181157	ARTERN 
21002	10.2300	51.8000	300	0.0051298	BAD GRUND 
21003	11.8800	51.4000	119	0.0216271	BAD LAUCHSTAEDT 
21004	10.6000	51.7300	607	0.0045030	BRAUNLAGE 
21005	10.6100	51.8000	1142	0.0047257	BROCKEN 
21006	10.3400	51.8000	563	0.0078424	CLAUSTHAL 
21007	10.9900	50.2900	322	0.0114670	COBURG 
21008	11.5700	51.5000	146	0.0173025	EISLEBEN 
21009	10.9700	50.9900	316	0.0488596	ERFURT 
21010	10.0600	51.1900	170	0.0300648	ESCHWEGE 
21011	10.7700	51.8700	243	0.0214828	WERNIGERODE 
21012	11.9500	51.5200	96	0.0435880	HALLE 
21013	11.3200	50.9800	264	0.0239594	WEIMAR 
21014	10.5500	51.8800	269	0.0102380	BAD HARZBURG 
21015	10.3300	51.8600	567	0.0033905	HANKELKLEE 
21016	11.8800	50.3200	567	0.0113034	HOF 
21017	10.5100	50.1400	262	0.0131309	HOFHEIM 
21018	11.5800	50.9300	155	0.0234410	JENA 
21019	11.3700	50.3800	568	0.0077261	TEUSCHNITZ 
21020	10.0800	50.2000	262	0.0117117	BAD KISSINGEN 
21021	10.4500	50.2900	288	0.0199571	KOENIGSHOFEN 
21022	11.3300	50.2400	306	0.0162646	KRONACH 
21023	10.3100	51.4000	356	0.0181369	LEINEFELDE 
21024	10.5500	51.6000	335	0.0092614	BAD SACHSA 
21025	10.2000	51.9000	250	0.0092195	SEESEN 
21026	11.1800	50.3800	626	0.0145709	SONNEBERG 
21101	11.8200	50.4200	500	0.0192004	HIRSCHBERG 
21102	11.6300	50.4500	500	0.0153188	LOBENSTEIN 
21103	11.6500	50.6200	316	0.0111336	ZIEGENRUECK 
21104	11.6500	50.5700	550	0.0102466	LIEBENGRUEN 
21105	11.5800	50.5800	530	0.0226617	DROGNITZ 
21106	11.3800	50.6500	235	0.0262000	SAALFELD 
21107	11.7000	50.4000	480	0.0093633	BLANKENSTEIN 
21108	11.9300	50.5500	490	0.0218866	MUEHLTROFF 
21109	11.7200	50.6500	460	0.0126766	KNAU 
21110	11.3200	50.5700	380	0.0159851	MARKTGOERLITZ-KOENIGSTHAL 
21111	11.3800	50.5300	360	0.0148510	PROBSTZELLA 
21112	11.0700	50.4800	620	0.0125431	SCHEIBE-ALSBACH 
21113	11.0300	50.5500	450	0.0263288	KATZHUETTE 
21114	11.2700	50.6800	245	0.0206372	BLANKENBURG,BAD 
21115	11.2300	50.7700	317	0.0245618	REMDA 
21116	11.7500	50.7500	310	0.0226460	NEUSTADT/ORLA 
21117	11.5800	50.8200	180	0.0313937	KAHLA 
21118	11.7300	50.8700	210	0.0347332	STADTRODA 
21119	10.8700	50.6300	600	0.0149940	STUETZERBACH 
21120	11.0800	50.7800	370	0.0375750	STADTILM 
21121	11.3500	50.8700	365	0.0302817	BLANKENHAIN 
21122	11.5000	51.0300	205	0.0192103	APOLDA 
21123	11.5800	51.1000	150	0.0293603	AUERSTEDT 
21124	11.9700	50.9500	215	0.0235105	SEIFARTSDORF 
21125	11.9800	50.6300	462	0.0245129	ZEULENRODA 
21126	11.9300	50.8200	325	0.0250401	MUENCHENBERNSDORF 
21127	11.9700	51.4300	92	0.0126641	HALLE-AMMENDORF 
21128	10.7000	51.1800	240	0.0399871	KIRCHHEILINGEN 
21129	10.9200	50.8000	325	0.0291584	DOSDORF 
21130	10.8000	50.7300	460	0.0141597	GRAEFENRODA 
21131	10.7800	50.7800	469	0.0357630	CRAWINKEL 
21132	10.5800	51.6500	380	0.0069260	WIEDA (NST) 
21133	11.1800	51.2700	135	0.0151237	ETZLEBEN 
21134	10.8200	51.2000	290	0.0239460	MITTELSOEMMERN 
21135	11.1300	51.0500	175	0.0257727	UDESTEDT 
21136	11.1300	51.1000	172	0.0164265	SCHLOSSVIPPACH 
21137	11.2500	51.2000	143	0.0212775	KOELLEDA 
21138	11.4200	51.1800	200	0.0204564	RASTENBERG 
21139	11.3700	51.0700	250	0.0178600	WEIDEN 
21140	10.5300	51.3300	431	0.0347068	KEULA 
21141	10.7300	51.2800	258	0.0139638	EBELEBEN 
21142	10.9300	51.2300	163	0.0231380	GREUSSEN 
21143	11.0800	51.2200	140	0.0190613	GUENSTEDT 
21144	10.7000	51.3700	400	0.0106427	GROSSBERNDTEN 
21145	10.8500	51.3200	302	0.0121583	OBERSPIER 
21146	10.6000	51.4200	250	0.0177872	GEBRA-NIEDERGEBRA 
21147	10.7300	51.4200	205	0.0127139	WOLKRAMSHAUSEN 
21148	10.9000	51.3700	199	0.0176879	SONDERSHAUSEN 
21149	10.0700	51.3500	232	0.0099094	UDER 
21150	11.1000	51.3500	130	0.0205366	FRANKENHAUSEN/KYFFH.,BAD 
21151	11.3700	51.3200	119	0.0161430	SCHOENEWERDA 
21152	11.4700	51.3300	263	0.0163115	ZIEGELRODA 
21153	11.5800	51.2000	170	0.0207678	BIBRA,BAD 
21154	10.6000	51.5500	241	0.0140750	KLETTENBERG 
21155	10.7000	51.5000	195	0.0173894	GROSSWECHSUNGEN 
21156	10.8700	51.5800	450	0.0127190	NEUSTADT/HARZ (TALSP.) 
21157	10.8800	51.5500	315	0.0179917	HERRMANNSACKER 
21158	11.0200	51.4300	170	0.0206142	KELBRA (TALSP.) 
21159	11.3200	51.4800	179	0.0177949	SANGERHAUSEN 
21160	11.9300	51.0800	200	0.0390158	OSTERFELD (AWST) 
21161	11.6700	51.4300	135	0.0281198	SCHRAPLAU 
21162	11.5200	51.7300	110	0.0374476	MEHRINGEN 
21163	11.8000	51.3000	165	0.0397022	MUECHELN/GEISELTAL 
21164	11.5000	51.5800	230	0.0182754	KLOSTERMANSFELD 
21165	11.3500	51.6700	210	0.0288282	STANGERODE 
21166	11.2800	51.8200	110	0.0347114	GATERSLEBEN 
21167	11.0800	51.5700	435	0.0184029	HAYN/HARZ 
21168	11.1700	51.5500	410	0.0269608	WIPPRA-BODENSCHWENDE 
21169	11.8500	51.6200	154	0.0502546	NEUTZ 
21170	10.8500	51.7700	393	0.0171425	RUEBELAND 
21171	10.7500	51.8200	265	0.0099543	WERNIGERODE-HASSERODE 
21172	11.0700	51.9000	110	0.0247261	HALBERSTADT 
21173	10.7000	51.7000	508	0.0198707	SORGE 
21174	10.9800	51.8000	168	0.0222071	BLANKENBURG/HARZ 
21175	11.1500	51.7800	132	0.0257175	QUEDLINBURG 
21176	11.5000	51.9500	70	0.0496852	WOLMIRSLEBEN 
21177	11.7200	51.9000	70	0.0439334	BRUMBY 
21178	11.7200	51.8200	84	0.0360546	BERNBURG/SAALE (NORD) 
21179	10.0700	51.4300	318	0.0126325	GLEICHEN-ELBICKERODE 
21180	10.1800	50.4100	312	0.0142038	BASTHEIM-SIMONSHOF 
21181	10.1500	50.5200	420	0.0331306	FLADUNGEN 
21182	10.9400	50.1800	295	0.0132851	GROSSHEIRATH-BUCHENROD 
21183	10.5200	50.0400	239	0.0090488	HASSFURT (STADT) 
21184	10.4500	50.0600	353	0.0100653	HASSFURT-SAILERSHAUSEN 
21185	10.3800	50.5600	450	0.0221177	MEININGEN (WST) 
21186	10.4100	50.5700	300	0.0209256	MEININGEN 2 
21187	10.2000	50.2500	232	0.0099700	MUENNERSTADT 
21188	10.2200	50.3100	265	0.0105679	NEUSTADT,BAD 
21189	10.9300	50.0200	245	0.0122361	ZAPFENDORF 
21190	10.3500	50.8300	316	0.0327849	LIEBENSTEIN,BAD 
21191	10.7200	50.5700	520	0.0257709	ALTENDAMBACH 
21192	10.3500	50.3700	306	0.0153015	HOLLSTADT-WARGOLSHAUSEN 
21193	10.6800	50.3500	310	0.0278537	STREUFDORF 
21194	11.6500	50.0400	370	0.0130728	BERNECK,BAD 
21195	11.9100	50.3200	474	0.0100349	HOF (STADT) 
21196	10.3300	51.6500	240	0.0106960	HERZBERG 
21197	11.4100	50.1100	335	0.0119684	KULMBACH 
21198	11.5800	50.1400	470	0.0044672	KUPFERBERG 
21199	11.7700	50.1800	572	0.0153556	MUENCHBERG-STRAAS 
21200	11.7000	50.3300	525	0.0158650	NAILA 
21201	11.1400	50.5000	845	0.0207894	NEUHAUS A. RENNWEG 
21202	11.5500	50.2300	620	0.0149596	PRESSECK 
21203	11.3200	50.3600	400	0.0136097	PRESSIG-ROTHENKIRCHEN 
21204	10.1200	51.6800	136	0.0139300	BERKA 
21205	11.8100	50.5700	501	0.0210565	SCHLEIZ (AWST) 
21206	10.3500	51.8300	555	0.0065871	CLAUSTHAL-Z.-ERBPRINZEN. 
21207	11.1800	50.2400	332	0.0136546	SONNEFELD-GESTUNGSHAUSEN 
21208	11.3800	50.4400	616	0.0123738	STEINBACH A.WALD 
21209	11.4700	50.3000	365	0.0135320	STEINWIESEN 
21210	10.3200	51.3200	327	0.0181916	DINGELSTAEDT 
21211	11.4000	50.0300	355	0.0079967	THURNAU 
21212	10.3200	51.2200	480	0.0164554	EIGENRIEDEN 
21213	10.0300	51.8700	154	0.0101648	GANDERSHEIM,BAD 
21214	11.4000	51.5500	322	0.0147401	ANNARODE 
21215	10.5200	51.0200	290	0.0438603	BEHRINGEN 
21216	11.8000	50.0500	660	0.0146770	BISCHOFSGRUEN (NST) 
21217	10.0800	50.2700	238	0.0120800	BOCKLET,BAD 
21218	10.4500	50.8300	600	0.0121875	BROTTERODE 
21219	10.5200	50.2200	335	0.0080241	BUNDORF 
21220	10.1000	51.5700	197	0.0154907	EBERGOETZEN-RADOLFSHAUS. 
21221	10.7800	50.1200	285	0.0127707	EBERN-EYRICHSHOF 
21222	10.6800	50.0800	331	0.0162071	EBERN-JESSERNDORF 
21223	10.6500	51.8800	242	0.0148334	ECKERTAL 
21224	10.5800	51.8500	505	0.0051503	ECKERTALSPERRE 
21225	10.1700	51.4700	215	0.0126610	ETZENBORN 
21226	10.1000	50.0700	270	0.0159503	EUERBACH-SOEMMERSDORF 
21227	10.8700	50.6000	768	0.0190590	FRAUENWALD 
21228	11.0300	51.6800	523	0.0186244	FRIEDRICHSBRUNN 
21229	10.3500	50.0200	240	0.0169303	GAEDHEIM 
21230	10.0800	51.6300	168	0.0097145	GILLERSHEIM 
21231	10.1800	51.8000	215	0.0109750	GITTELDE 
21232	10.4300	51.9200	266	0.0142713	GOSLAR 
21233	10.1300	51.3200	447	0.0175337	HEILIGENSTADT-KALTENEBER 
21234	10.1500	51.0500	380	0.0393202	HERLESHAUSEN-ARCHFELD 
21235	10.3800	51.6300	245	0.0101496	HERZBERG-SCHARZFELD 
21236	10.3200	51.1700	360	0.0207546	HEYERODE 
21237	10.9300	50.1300	367	0.0111123	ITZGRUND-HERRETH 
21238	10.4300	51.1200	270	0.0316736	KAMMERFORST 
21239	11.3800	50.1700	430	0.0143187	KULMBACH-KIRCHLEUS 
21240	10.3500	51.9300	210	0.0092060	LANGELSHEIM-ASTFELD 
21241	10.2800	51.8700	340	0.0048640	LANGELSHEIM-LAUTENTHAL 
21242	10.3200	51.5300	230	0.0154530	LANGENHAGEN 
21243	10.5000	51.6500	330	0.0104174	LAUTERBERG,BAD(ODERTAL.) 
21244	10.9500	50.3700	393	0.0165706	LAUTERTAL-TREMERSDORF 
21245	11.6800	50.3700	575	0.0071183	LICHTENBERG/OFR. 
21246	11.1700	50.1000	375	0.0138111	LICHTENFELS/OFR.-ISLING 
21247	11.0500	50.1300	270	0.0153550	LICHTENFELS/OFR.-SEUBEL. 
21248	11.5700	50.1200	336	0.0091496	LUDWIGSCHORGAST 
21249	10.2700	51.9800	153	0.0142976	LUTTER AM BARENBERGE 
21250	10.2200	50.9200	265	0.0495582	MARKSUHL 
21251	11.6000	50.1800	581	0.0096219	MARKTLEUGAST 
21252	10.7700	50.1800	314	0.0184558	MAROLDSWEISACH-HAFENPRE. 
21253	10.2700	50.1800	326	0.0128636	MASSBACH 
21254	10.8800	50.3500	436	0.0161904	MEEDER-OTTOWIND 
21255	10.3500	50.4500	308	0.0206809	MELLRICHSTADT-MUEHLFELD 
21256	11.1500	50.1800	302	0.0096433	MICHELAU/OFR.-LETTENREU. 
21257	10.2800	50.2500	278	0.0084873	MUENNERSTADT-KLEINWENKH. 
21258	11.5000	50.0200	357	0.0114491	NEUDROSSENFELD 
21259	11.1300	50.3500	342	0.0106183	NEUSTADT/OFR.-WILDENHEID 
21260	11.5000	50.3800	621	0.0184071	NORDHALBEN 
21261	10.0500	51.7700	212	0.0111598	NORTHEIM-IMBSHAUSEN 
21262	10.1000	50.4200	420	0.0142155	OBERELSBACH-SONDERNAU 
21263	11.9300	50.2700	500	0.0072048	OBERKOTZAU 
21264	10.6200	50.7200	525	0.0353835	OBERSCHOENAU 
21265	11.9300	51.0800	200	0.0390158	OSTERFELD (NST) 
21266	11.5000	51.4500	163	0.0161455	OSTERHAUSEN 
21267	10.2700	51.7200	285	0.0095066	OSTERODE/HARZ 
21268	10.3000	51.7500	320	0.0032465	OSTERODE/HARZ-LERBACH 
21269	10.5300	51.7300	683	0.0128198	REHBERGER GRABENHAUS 
21270	10.1800	51.4200	329	0.0106930	REINHOLTERODE 
21271	11.6000	51.3000	118	0.0202151	REINSDORF, KR.NEBRA 
21272	10.8000	50.3300	300	0.0191352	RODACH (KLAERANLAGE) 
21273	11.0700	50.2800	402	0.0113572	ROEDENTAL-THIERACH 
21274	11.7500	51.6500	85	0.0316988	ROTHENBURG 
21275	10.0000	50.3500	510	0.0161135	SANDBERG 
21276	10.5700	51.7000	428	0.0030048	SANKT ANDREASBERG-ODERH. 
21277	10.6300	51.7700	609	0.0053946	SCHIERKE 
21278	10.4500	50.7300	330	0.0243614	SCHMALKALDEN 
21279	11.9200	50.2000	532	0.0143973	SCHWARZENBACH(FOERMITZ.) 
21280	10.3800	51.5500	220	0.0172991	ZWINGE 
21281	10.9000	51.6700	496	0.0154556	STIEGE 
21282	10.6200	50.5300	360	0.0327332	THEMAR-TACHBACH 
21283	10.0200	50.6300	395	0.0321605	TANN/RHOEN 
21284	10.4500	50.8800	356	0.0221066	WINTERSTEIN 
21285	10.5500	51.9800	135	0.0129580	VIENENBURG-LENGDE 
21286	10.3000	51.7300	274	0.0038928	SOESETALSPERRE 
21287	10.2800	51.8300	422	0.0033684	WILDEMANN 
21288	10.1300	51.9500	132	0.0203990	SEESEN-RHUEDEN 
21289	11.7300	50.1500	598	0.0117396	STAMMBACH-QUERENBACH 
21290	10.5700	50.2500	332	0.0194033	SULZDORF A.D.LEDERHECKE 
21291	11.1300	50.0300	522	0.0128720	WATTENDORF 
21292	11.2000	50.0000	460	0.0084341	STADELHOFEN 
21293	10.6300	50.0300	348	0.0127199	ZEIL-BISCHOFSHEIM 
21294	10.3300	50.1200	380	0.0137713	UECHTELHAUSEN-HESSELBACH 
21295	10.0300	50.1000	330	0.0090128	WASSERLOSEN 
21296	10.3800	50.2200	315	0.0128897	STADTLAURINGEN-OBERLAUR. 
22001	12.8600	50.8000	418	0.0164829	CHEMNITZ 
22002	13.5800	51.6500	100	0.0464820	DOBERLUG-KIRCHHAIN 
22003	13.7800	51.1300	222	0.0216421	DRESDEN 
22004	12.9500	50.4300	1213	0.0110057	FICHTELBERG 
22005	12.1300	50.8900	311	0.0052008	GERA 
22006	12.4200	51.3200	141	0.0882978	LEIPZIG 
22007	13.1500	50.6500	639	0.0185049	MARIENBERG 
22008	12.1400	50.4800	386	0.0254275	PLAUEN 
22009	12.1700	50.2000	611	0.0084032	SELB 
22010	13.0000	51.5900	80	0.0247827	TORGAU 
